Periodo,Producción Diaria (Kb/d),Precio del Crudo (USD/bbl),Crecimiento PIB (% anual),Deuda/PIB (%),Reservas Probadas (Mb),Ingresos Petroleros al PGE (% PIB),Recaudación IVA (USD millones),Déficit Primario (% PIB),Empleo Adecuado (% PEA),Ratio R/P (Años),Exportaciones Petroleras (USD M),Inversión Pública (% PIB)
2011 T1,502.50545269749506,95.63898204877977,7.847860283582838,23.17901891203647,1613.257896581255,15.28064467618163,5711.099797176238,1.0083053530846968,45.54692133041918,9.27871157099138,15542.127839171746,25.106718295671033
2011 T2,499.1949384089214,93.12881111187193,7.9226339658289335,23.82510152186923,1654.104239190394,15.52328431006119,5748.782877462007,1.0591265052459014,44.49597031166986,9.150114326899969,15966.282711344924,24.509710913598795
2011 T3,488.44062781814307,96.76365667906929,7.947359600953517,25.1095297639031,1657.005403768665,14.959241456623984,5835.211399234071,0.836007697776688,44.80099285439532,8.847763895143338,15514.15241309469,24.97287689920372
2011 T4,498.2188243783838,96.06640975907794,7.85296337091994,25.179014397799364,1636.7894864153113,14.745490195053737,5843.860518290665,0.9523778379266231,45.00357220104825,9.321674734268456,15809.374110385965,25.128843199517505
2012 T1,499.53503395699835,96.27346466938795,5.6408079200828425,26.25719004138548,1579.6789129484628,16.084363524949435,6232.475822686447,2.0600938036916956,44.0401986363133,8.807636655082971,16366.784805464955,25.35477432524498
2012 T2,502.07677983622375,99.66415655686421,5.585644360454733,26.607340944298638,1614.9757490728823,16.29445713139815,6143.528010219349,2.1179693546731095,43.31694164074939,8.794781094418529,16181.428399112225,25.75761668503551
2012 T3,481.567907424706,97.94296702806518,5.548078557051084,25.670389486806567,1586.4412032868916,16.044614148312355,6361.514158276053,2.040344479768574,44.75414572193442,9.034513250383602,15957.637470020714,26.171777124580533
2012 T4,507.6280900907346,98.30840133272153,5.690165780217455,25.901799180372063,1575.722075671827,16.103407378122597,6417.928376333307,2.0116016119165603,43.422671536870006,8.83544197695381,16177.50800376374,26.420220512495888
2013 T1,530.3066422818899,96.36739948068784,4.922896599823091,28.41947022644107,1619.7113605440966,14.857830109257442,6437.679302922582,4.0094401196338625,44.59330950929558,8.243106225862805,16841.59471041291,26.54986897204169
2013 T2,523.5418541880141,94.36971592775956,4.868917233561346,28.201770467787618,1537.7956594694062,15.153329471009231,6571.886228233647,3.9840137935463154,43.30967464088633,8.369530317432751,16698.937240720978,26.319958136413764
2013 T3,536.5781244431836,95.49721928884858,4.794620875629012,27.764198456715004,1665.835406684461,14.936096889710178,6679.477413142088,3.9355463996141915,42.42354522269297,8.349924282356799,16124.155807783383,27.488271032746002
2013 T4,513.8367478698084,95.95978766557838,4.904621386738374,27.987649545773507,1595.8161957270356,15.208634384555864,6804.980733705902,4.025279756917943,44.97675751367214,8.383775660354972,17019.690661182052,26.952156411398313
2014 T1,551.2853729795405,85.41903586484835,3.829611176375186,29.08699618158109,1540.7077841029675,13.989736318393518,6813.779806769638,5.018424135046775,43.61421694293095,8.021609761102527,15601.308720782117,24.824851940477387
2014 T2,557.0823983315667,85.84279232178106,3.689542811912737,30.290954840944657,1557.8624369892384,14.336281891158427,6823.338332915449,4.951861726110353,42.94156527614087,7.9000701361663666,15767.179689327842,25.238432960044133
2014 T3,552.7621436919887,86.2340669651532,3.782135669377431,30.11463053763571,1544.1161793741533,13.545410529799778,6640.852080002795,5.070942562341456,44.57354534595519,8.018703191683462,15614.147955044928,24.826118130296532
2014 T4,537.2616327899647,88.2270589825236,3.8494093657525967,30.036019716229898,1531.2545001252292,14.058453331096597,6815.064676149293,5.115370181209497,42.08238339474795,7.614303434479832,16163.845884007409,24.879655692551946
2015 T1,543.9671008239873,43.00575709598908,0.15044770027186077,33.94528578986285,1552.1097783365112,9.86014232405701,6077.4260412005915,6.102637347214346,45.373403970337264,7.899371228171218,7225.758673319197,22.169001244146298
2015 T2,549.0734225909781,42.43902539679526,0.13069808104418548,31.625524592426586,1543.34624405331,9.611717917377455,5857.370334147379,5.834137301608329,44.25334814197367,8.003522201400532,7416.0069445613935,21.54463358419521
2015 T3,543.6743964820769,39.263741078792066,0.05290437730512267,33.71297051381892,1560.1826806092984,9.987913887597637,5845.285287135003,6.037396018065453,45.25836193405496,7.782859964659878,6995.702228888363,22.370536351424615
2015 T4,540.2287533979569,43.59964603478678,0.10707714188827729,32.58065747700004,1496.0800408614105,9.686327476893787,6006.327200128509,5.900027815081883,45.128379423446056,8.091040713846978,7803.2568927001,21.999838439314075
2016 T1,550.7056758960954,33.97045653315559,-1.179391542515675,37.62788007192706,1499.0754316599637,7.703961295770096,6102.257603680945,6.841881561266539,46.62455230411049,7.689089188464902,6172.796808069933,19.712119902957312
2016 T2,545.6655788490513,31.97702443634353,-1.2297469812577437,37.855202558920936,1519.3905220267934,7.752135135364869,6365.515380974791,7.083765429811177,45.17284810249579,7.702104411664841,6590.356680274552,20.491405614919948
2016 T3,567.150616434379,33.96974227643764,-1.2667990139635352,38.51377079707963,1543.6486821723618,8.488135053696581,6152.273962881782,7.127912392570352,43.190427787673165,7.279808539987883,6820.510111913993,19.900096617460296
2016 T4,539.5458871167583,35.8135776361544,-1.0489878832061381,36.677444516777825,1534.681574690821,7.908428053103339,6149.075677389167,6.957668725566142,44.09687767527834,7.68206012035539,6532.688166137249,19.777454495303317
2017 T1,544.3746318538265,43.65241815702817,2.4538660365449485,41.93745428336831,1480.0251527492042,9.110025316561405,6290.692146148611,4.875570961435126,42.76912104419109,7.848089187103245,8198.665500766832,18.07312557286589
2017 T2,523.5258078784628,46.6855803771437,2.377924159246825,43.05699909787218,1481.44541951835,9.028215947355152,6486.53266557429,4.917675372436665,42.989904973994506,7.816257301843072,7821.805500123125,18.037645259912953
2017 T3,536.7962040651609,47.88767418762002,2.393449094692661,43.15374212251476,1538.0690000853865,9.017849872780106,6554.52796147743,5.014650272052433,43.09019554682139,7.8083010730014974,8105.562988430632,18.072986653206843
2017 T4,498.18217838479666,47.22850728360174,2.412519751659544,41.74900500651725,1524.6457985440918,8.913334361648621,6453.232129583114,4.994331297641679,43.4424917457816,7.938154664732145,8700.161050689445,18.008925877074525
2018 T1,494.9010351947086,60.92481203798496,1.3032002285845359,45.217744836795276,1492.7626213988244,10.759939204712834,6914.11969593019,4.0063804647522865,42.920872237752164,7.822310706289448,10312.068450566445,14.552175205648235
2018 T2,485.13659591755754,59.42607309288063,1.324153596168393,45.29267865242373,1483.792754338535,10.97983044762824,6743.1900758677375,4.025899879412015,41.99306236633882,8.193405282335952,10509.536392207838,14.144783199353219
2018 T3,525.4451810894501,62.198629574627674,1.3054340815890733,44.69243079969826,1443.915204026552,11.037777897529686,6862.132710741741,4.009347167853577,42.2032379452982,8.19548789579027,10133.353074843348,14.729591571969685
2018 T4,528.0590016277382,59.935200232494246,1.2935292417645263,44.417930217216906,1509.4525243953676,11.167699362532932,6937.189686378288,4.030574567666128,42.19021302632477,7.782708997449041,10068.78390168027,13.918834503185753
2019 T1,551.4564241314778,54.99894061699833,-0.02291216850024495,50.23631155863582,1417.5232748785945,9.724366852587204,7026.962826704924,2.997139664783932,40.7451365727444,7.585375877621024,9506.637226994731,14.19620145483605
2019 T2,520.4449222662258,54.92538129814511,0.0073688003877658325,50.72905813074016,1476.0325090834092,9.9784616532331,6974.518146954152,2.9420617911402704,41.603483069565534,7.55628160400454,9668.456416292072,15.122233652337538
2019 T3,550.8799002874456,56.973889602993445,0.008204214413268882,49.79931341089859,1466.9020995307885,9.954780330988251,6949.444959882424,3.0643803750490455,39.762797304786666,7.745924502952518,9751.379682422132,14.39094794470789
2019 T4,517.7805889017701,53.68529094587369,-0.033632697657905046,50.70363848897919,1464.666330535888,10.149632915604458,7010.453320639176,2.8996151665708623,40.60764709063203,7.741469667535587,9429.115235942178,13.951486067505039
2020 T1,485.84126739077095,34.47538668370282,-7.812114594844495,59.973846120007856,1477.4539289656718,5.062341392433796,6037.687951889916,8.039767207920438,36.4005522230474,8.339613622292012,5363.259611159837,14.726835407019665
2020 T2,481.2968213952946,35.15246656662069,-7.822568767938651,60.413730624835345,1492.1029245284021,5.124117459555063,5909.913594150343,8.024463514384223,34.18104818623278,8.270634745796228,5658.627121439126,14.718654996434992
2020 T3,472.2380152563938,34.249717786825286,-7.903801491226365,60.942297699279486,1458.4151654949628,4.774001513659539,6152.744208650344,8.02117356045068,34.442699723040086,8.60964288921823,5522.347717073162,13.966486187645462
2020 T4,485.35458698134715,34.06013143896083,-7.743999971304753,60.55445347573926,1455.2088401130436,4.90077205045781,5970.165098899225,7.932586304876643,35.33005638706557,8.108607736382702,5617.386210611355,14.943598456462103
2021 T1,464.5304135893214,62.04881228253908,4.1569192621333215,62.655397669256175,1495.7835787027136,11.659298006492072,7485.856856270778,4.9484485363317585,37.43500983886894,8.348209840325719,9496.429987301479,14.540944712056607
2021 T2,466.4061857242447,61.48901830528182,4.251205367781711,63.17286518500582,1467.7744586369997,12.370474191976601,7529.078011741747,5.114776331271829,36.16508741912354,8.510247997804244,9342.712217645882,14.377319731791733
2021 T3,473.1938713316589,61.31641196515002,4.2106075892479575,62.32728380927843,1524.982006192401,11.843533264970283,7599.13979493676,4.991589602313452,37.746630261613895,8.599745501615487,9791.628768629978,13.740675465850652
2021 T4,473.3508687474584,62.75348069415078,4.120436442509114,62.015853491693676,1458.2885812083766,12.453700906803803,7552.210048598726,5.000056345149225,37.86297019328737,8.198198030205708,9879.6799262043,14.646772653292047
2022 T1,470.1154494848348,96.02967485678707,2.854454970597805,58.11088838987872,1444.827813853596,15.008131897209676,8036.818661014669,1.9427542561361368,40.59399362004178,7.927745081271105,15126.123656937885,13.94483093154501
2022 T2,463.4546566493384,95.7095864005434,2.8839865117989123,58.67008872896449,1442.6821968960724,15.130619959655803,7903.350664263637,2.0926148288374136,40.21691923563587,8.209163585546516,14564.701947216208,14.286358831407764
2022 T3,464.1141020620369,94.61486390787493,2.8324825309977104,57.95253616090158,1442.1079475875288,14.731499817893118,7883.329232243364,2.0270470336485014,41.16258884544396,8.331229104730122,14957.232390659172,13.854710780431176
2022 T4,476.81733358579584,90.64231918809718,2.9145177781713496,57.53121835117227,1472.3055439167276,14.906103015701847,7828.753766649421,2.073648208722908,40.91792910197956,8.134446012219506,15131.941571150153,14.64080609247118
2023 T1,480.0256185695938,73.405245240394,1.491213209638204,59.01179460718095,1426.1167401949067,12.25661590646369,8326.166533026973,3.0206889011728713,38.30646437616545,8.27829667612966,11766.28586960146,14.59990856668307
2023 T2,494.172826556528,74.80670162836923,1.4747668501402842,59.33122711135248,1414.1617203400028,12.13920055398434,8185.661421562273,2.955196388458457,38.46669528744818,8.27856686744207,11808.980242480759,13.94408100439009
2023 T3,458.5388792632079,73.41780217724398,1.4533691035445024,59.8358516583014,1410.5312429391736,11.898815247519726,8045.277751980446,2.9640270558855852,37.99341457598239,8.067871882778254,11665.355079755911,14.31480157839537
2023 T4,475.0608618095088,75.1648769035878,1.433159451936811,61.247849560898345,1416.245512827735,12.02523142647085,7973.664940313904,3.01667961264947,37.84114985630761,7.804199640152052,11376.777062970703,14.221407776372757
2024 T1,462.84949028400644,70.15004681808828,1.0258229701500132,63.67989318544932,1414.1431576697455,11.184666903694039,8483.828826319657,4.051803711653147,38.73317250847772,8.27813141737283,10899.272675058555,14.770330484411268
2024 T2,455.58641170531644,69.96626787975343,1.0591454168105932,61.93284910939972,1358.7936878488936,10.896111491564481,8190.161441469281,4.0055840739931625,39.37399651727518,7.799031781295163,11275.255126728089,14.044572669965886
2024 T3,478.60243280651923,68.55801034117671,1.0825051906560248,61.90633519416379,1358.8030798175325,11.270100666858564,8262.650789615085,4.0549111818871495,37.438784007758834,7.9353720444775675,11091.96506140863,14.491865078289491
2024 T4,485.4071167641646,70.55735650701173,0.964375428399209,63.76552934837203,1385.6107076706312,11.117780592075043,8428.813416454523,4.0024505418948,36.76137245620492,7.923473951303879,11184.524568373456,14.706901383176637
